ObjectId2,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Industry,Gas_Type,Scale,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
978,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Mining,Methane,Units,5.082501569,5.326359444,5.338256793,5.193639651,4.829712848,2.572720745,2.162217442,2.300981406,2.3164075,2.098695235,1.841733431,1.876058145
979,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Mining,Nitrous oxide,Units,0.150284551,0.211036335,0.199556288,0.204160887,0.211551359,0.187565946,0.174707637,0.170991469,0.191524134,0.186557752,0.17669764,0.187277147
980,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Carbon dioxide,Units,56.17769133,53.99818096,49.36988086,46.727934,44.00455811,46.15820164,47.54411746,46.80063308,47.7936596,46.23838751,41.98047069,44.62915263
981,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Fluorinated gases,Units,0.150073854,0.150058893,0.149918756,0.150132358,0.150345568,0.150493642,0.150684658,0.150956377,0.151268135,0.168902353,0.147126707,0.163264662
982,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Greenhouse gas,Units,58.49082359,56.1944072,51.51973212,48.59122875,45.83291077,47.8729259,49.34086422,48.64506617,49.74484527,48.43557718,44.05201306,46.7941337
983,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Methane,Units,0.594585443,0.607335378,0.636057891,0.483622424,0.511426968,0.526445108,0.530637912,0.517462238,0.537730432,0.56041449,0.503474317,0.54528675
984,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Other Services Industries,Nitrous oxide,Units,1.568472962,1.438831969,1.363874616,1.229539973,1.166580126,1.037785503,1.115424189,1.176014473,1.262187102,1.467872831,1.420941342,1.456429656
985,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Carbon dioxide,Units,243.5916291,233.2983356,219.5259027,213.6366263,208.5809925,211.3886215,213.1863636,208.2965467,207.9304704,207.5412585,180.7262448,191.1158737
986,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Greenhouse gas,Units,252.4565867,240.720737,227.8962827,221.8674483,216.2206977,219.1186055,220.7461212,216.048858,215.3612824,214.9276267,187.6372285,198.438115
987,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Methane,Units,5.098863575,4.205898823,4.902857659,4.795823269,4.387828688,4.389866916,4.253604237,4.414017787,4.184120922,4.155921096,3.954684078,4.235157066
988,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Households,Nitrous oxide,Units,3.766094054,3.216502512,3.467522379,3.434998823,3.251876502,3.340117095,3.306153352,3.338293492,3.246691082,3.230447093,2.956299595,3.087084239
989,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Carbon dioxide,Units,1032.413522,1026.208549,980.2606443,904.592956,871.8716023,863.2657942,848.2495825,874.477786,858.3916292,830.0521641,713.7607017,751.9663998
990,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Fluorinated gases,Units,1.298867436,1.297495792,1.309777624,1.177819539,1.251563126,1.129500775,1.183472592,1.332135681,1.390246209,1.561113052,1.378703915,1.486916027
991,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Greenhouse gas,Units,1216.011416,1207.028063,1159.189941,1078.94505,1044.587025,1028.052865,1012.464317,1040.482293,1024.130336,996.3371692,876.026389,937.0382241
992,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Methane,Units,130.1324305,129.1316642,128.0521793,124.7482472,123.1389092,116.0481666,115.4453896,116.2784868,116.0951112,116.2584949,113.4622998,135.001352
993,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Total Industry and Households,Nitrous oxide,Units,52.16659568,50.39035368,49.56734011,48.42602766,48.32495002,47.6094036,47.58587221,48.39388476,48.25334977,48.4653972,47.42468359,48.58355637
994,Southern Europe,,NASE,Annual greenhouse gas (GHG) air emissions accounts,Million metric tons of CO2 equivalent,"Organisation for Economic Co-operation and Development (2022), Air Emission Accounts, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=AEA. Accessed on 2022-08-23; Organisation for Economic Co-operation and Development (2022), Air Emission Accounts – OECD Estimates, OECD.Stat https://stats.oecd.org/Index.aspx?DataSetCode=OECD-AEA. Accessed on 2022-08-23; United Nations Framework Convention on Climate Change (UNFCCC). 2022. Greenhouse Gas Inventory Data - Detailed data by Party - Annex I. https://di.unfccc.int/detailed_data_by_party. Accessed on 2022-08-23. Copyright 2022 United Nations Framework Convention on Climate Change; Crippa, M., Guizzardi, D., Solazzo, E., Muntean, M., Schaaf, E., Monforti-Ferrario, F., Banja, M., Olivier, J., Grassi, G., Rossi, S. and Vignati, E., GHG emissions of all world countries, EUR 30831 EN, Publications Office of the European Union, Luxembourg, 2021, ISBN 978-92-76-41547-3, doi:10.2760/074804, JRC126363.; World Resources Institute (WRI). Climate Analysis Indicators Tool (CAIT): WRI’s Climate Data Explorer. Washington, DC. License: CC BY-NC 4.0 https://cait.wri.org/historical/Country%20GHG%20Emissions. Accessed on 2022-08-23; IMF staff calculations.",ECNGA,"Greenhouse Gas Emissions (GHG); Air Emissions Accounts","Environment, Climate Change, Economic Activity, Greenhouse Gas Emissions, Air Emissions Accounts",Transportation and Storage,Carbon dioxide,Units,117.1726743,113.7691641,105.0663204,100.3348948,101.4036166,105.7059044,109.1772865,118.761957,122.4017521,129.0160545,98.76256204,104.6448097
